158,-21,-2,0,2
157,-21,-5,0,2
152,-23,-9,0,1
119,-34,-20,0,1
77,-44,-14,0,1
104,-37,3,0,1
2,-63,13,0,1
84,-42,-3,0,3
65,-46,-7,0,2
38,-51,-14,0,1
29,-54,7,0,1
6,-62,15,0,2
1,-64,19,0,1
141,-28,9,0,4
144,-27,9,0,2
155,-22,6,0,1
140,-28,-8,0,1
28,-54,-4,0,1
48,-49,-14,0,1
148,-25,-8,0,1
126,-32,0,0,2
116,-35,6,0,1
115,-35,-1,0,1
80,-43,6,0,2
57,-48,9,0,2
56,-48,7,0,2
43,-50,-22,0,1
135,-30,4,0,1
66,-46,5,0,1
30,-54,9,0,1
149,-24,-6,0,1
123,-33,1,0,2
19,-58,7,0,2
83,-42,-10,0,4
94,-39,-20,0,2
86,-41,-19,0,2
76,-44,-17,0,2
87,-41,-1,0,2
95,-39,-3,0,2
145,-26,-19,0,2
55,-48,-4,0,2
154,-23,9,0,2
147,-26,9,0,4
130,-31,-9,0,2
136,-29,-9,0,3
146,-26,-8,0,2
90,-40,-8,0,2
72,-45,-9,0,4
49,-49,-7,0,2
151,-23,-13,0,2
156,-21,-13,0,2
150,-24,5,0,2
131,-31,5,0,2
111,-36,3,0,2
110,-36,-12,0,2
9,-61,-16,0,2
36,-52,3,0,4
64,-46,-8,0,2
91,-40,16,0,2
25,-55,10,0,3
10,-61,10,0,2
74,-45,16,0,2
67,-46,13,0,2
153,-23,-3,0,2
12,-60,-15,0,2
137,-29,2,0,2
