155,-22,6,0,1
0,-64,8,0,2
19,-58,7,0,2
10,-61,10,0,2
2,-63,13,0,1
36,-52,3,0,4
29,-54,7,0,1
6,-62,15,0,2
30,-54,9,0,1
25,-55,10,0,3
1,-64,19,0,1
66,-46,5,0,1
56,-48,7,0,2
57,-48,9,0,2
9,-61,-16,0,2
12,-60,-15,0,2
43,-50,-22,0,1
44,-50,-20,0,2
38,-51,-14,0,1
54,-48,-19,0,3
48,-49,-14,0,1
76,-44,-17,0,2
28,-54,-4,0,1
77,-44,-14,0,1
49,-49,-7,0,2
71,-45,-10,0,3
65,-46,-7,0,2
64,-46,-8,0,2
72,-45,-9,0,4
55,-48,-4,0,2
83,-42,-10,0,4
86,-41,-19,0,2
94,-39,-20,0,2
100,-38,-20,0,2
119,-34,-20,0,1
134,-30,-21,0,4
90,-40,-8,0,2
110,-36,-12,0,2
145,-26,-19,0,2
84,-42,-3,0,3
87,-41,-1,0,2
95,-39,-3,0,2
130,-31,-9,0,2
73,-45,8,0,4
80,-43,6,0,2
136,-29,-9,0,3
104,-37,3,0,1
111,-36,3,0,2
115,-35,-1,0,1
151,-23,-13,0,2
140,-28,-8,0,1
88,-41,15,0,3
117,-35,7,0,2
116,-35,6,0,1
123,-33,1,0,2
156,-21,-13,0,2
146,-26,-8,0,2
126,-32,0,0,2
148,-25,-8,0,1
152,-23,-9,0,1
135,-30,4,0,1
131,-31,5,0,2
105,-37,13,0,4
91,-40,16,0,2
120,-34,13,0,2
39,-51,18,0,2
67,-46,13,0,2
74,-45,16,0,2
61,-47,19,0,2
154,-23,9,0,2
147,-26,9,0,4
144,-27,9,0,2
141,-28,9,0,4
101,-38,16,0,4
137,-29,2,0,2
149,-24,-6,0,1
159,-18,-9,0,4
157,-21,-5,0,2
153,-23,-3,0,2
150,-24,5,0,2
158,-21,-2,0,2
