156,-21,-13,0,2
83,-42,-10,0,4
77,-44,-14,0,1
76,-44,-17,0,2
43,-50,-22,0,1
12,-60,-15,0,2
9,-61,-16,0,2
28,-54,-4,0,1
38,-51,-14,0,1
44,-50,-20,0,2
48,-49,-14,0,1
54,-48,-19,0,2
49,-49,-7,0,2
55,-48,-4,0,2
64,-46,-8,0,2
65,-46,-7,0,2
72,-45,-9,0,4
71,-45,-10,0,4
84,-42,-3,0,3
87,-41,-1,0,2
86,-41,-19,0,2
90,-40,-8,0,2
95,-39,-3,0,2
94,-39,-20,0,2
100,-38,-20,0,2
104,-37,3,0,1
110,-36,-12,0,2
111,-36,3,0,2
116,-35,6,0,1
115,-35,-1,0,1
119,-34,-20,0,1
117,-35,7,0,2
123,-33,1,0,2
126,-32,0,0,2
131,-31,5,0,2
130,-31,-9,0,2
134,-30,-21,0,4
135,-30,4,0,1
137,-29,2,0,2
136,-29,-9,0,3
140,-28,-8,0,1
141,-28,9,0,4
144,-27,9,0,2
145,-26,-19,0,2
146,-26,-8,0,2
147,-26,9,0,4
148,-25,-8,0,1
149,-24,-6,0,1
150,-24,5,0,2
154,-23,9,0,2
153,-23,-3,0,2
152,-23,-9,0,1
151,-23,-13,0,2
155,-22,6,0,1
158,-21,-2,0,2
157,-21,-5,0,2
159,-18,-9,0,4
165,-15,-3,0,2
168,-14,-9,0,3
167,-14,-10,0,2
